,T,INP,start,end
1054,-21.55,1.95739957293,2016-10-21 16:36:00,2016-10-21 14:42:00
1055,-21.74,2.52352695133,2016-10-21 16:36:00,2016-10-21 14:42:00
1056,-21.98,2.82090898357,2016-10-21 16:36:00,2016-10-21 14:42:00
1057,-22.0,3.12872757841,2016-10-21 16:36:00,2016-10-21 14:42:00
1058,-22.13,3.44774200096,2016-10-21 16:36:00,2016-10-21 14:42:00
1059,-22.23,3.77879750958,2016-10-21 16:36:00,2016-10-21 14:42:00
1060,-22.37,4.12283885303,2016-10-21 16:36:00,2016-10-21 14:42:00
1061,-22.39,4.48092652426,2016-10-21 16:36:00,2016-10-21 14:42:00
1062,-22.48,5.24418421715,2016-10-21 16:36:00,2016-10-21 14:42:00
1063,-22.51,5.65225452974,2016-10-21 16:36:00,2016-10-21 14:42:00
1064,-22.83,6.08023842596,2016-10-21 16:36:00,2016-10-21 14:42:00
1065,-22.99,6.5301796048,2016-10-21 16:36:00,2016-10-21 14:42:00
1066,-23.03,7.00445347559,2016-10-21 16:36:00,2016-10-21 14:42:00
1067,-23.08,7.50584307068,2016-10-21 16:36:00,2016-10-21 14:42:00
1068,-23.14,8.0376379989,2016-10-21 16:36:00,2016-10-21 14:42:00
1069,-23.48,8.6037653773,2016-10-21 16:36:00,2016-10-21 14:42:00
1070,-23.55,9.20896600437,2016-10-21 16:36:00,2016-10-21 14:42:00
1071,-23.61,9.85903593555,2016-10-21 16:36:00,2016-10-21 14:42:00
1072,-23.62,10.5611649502,2016-10-21 16:36:00,2016-10-21 14:42:00
1073,-23.78,11.3244226431,2016-10-21 16:36:00,2016-10-21 14:42:00
1074,-23.84,12.1604768519,2016-10-21 16:36:00,2016-10-21 14:42:00
1075,-23.88,13.0846919016,2016-10-21 16:36:00,2016-10-21 14:42:00
1076,-23.94,14.1178764249,2016-10-21 16:36:00,2016-10-21 14:42:00
1077,-24.25,15.2892044303,2016-10-21 16:36:00,2016-10-21 14:42:00
1078,-24.32,16.6414033762,2016-10-21 16:36:00,2016-10-21 14:42:00
1079,-24.38,18.2407152779,2016-10-21 16:36:00,2016-10-21 14:42:00
1080,-24.52,20.1981148508,2016-10-21 16:36:00,2016-10-21 14:42:00
1081,-24.54,22.7216418022,2016-10-21 16:36:00,2016-10-21 14:42:00
1082,-24.72,26.2783532768,2016-10-21 16:36:00,2016-10-21 14:42:00
1083,-25.0,32.3585917028,2016-10-21 16:36:00,2016-10-21 14:42:00
