OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42648.6735,3.023,4.031,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,10.077,0.992,3.91,x,0.59,1,1.01,1.03,3.91,22.11
42648.67351,8.062,6.046,6.046,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,20.154,0.992,3.89,x,1.08,1.54,1.55,1.03,3.9,22.03
42648.67353,7.052,1.007,7.052,2.015,0,0,1.007,0,0,0,0,0,0,0,0,0,5.67,7.33,0,0,18.135,0.993,3.9,x,1.16,3.73,5.5,1.03,3.9,21.97
42648.67354,8.061,8.061,5.038,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,6.33,7.33,0,0,24.184,0.992,3.9,x,1.36,3.86,5.63,1.03,3.9,21.91
42648.67355,8.06,7.053,3.023,0,0,0,2.015,0,1.008,0,0,0,0,0,0,0,6,0,0,0,21.158,0.993,3.92,x,0.9,5.69,25.25,1.03,3.91,21.92
42648.67356,5.039,4.031,2.016,1.008,2.016,0,0,0,0,0,0,0,0,0,0,0,6.67,7,0,0,14.109,0.992,3.9,x,0.87,2.26,2.4,1.03,3.9,21.85
42648.67357,4.031,8.061,2.015,1.008,3.023,0,1.008,0,0,0,0,0,0,0,0,0,6.33,6.33,0,0,19.146,0.992,3.9,x,1.21,4.74,6.68,1.03,3.9,21.79
42648.67358,7.054,1.008,3.023,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,0,8.33,0,13.1,0.992,3.9,x,0.62,3.36,5.38,1.03,3.9,21.73
42648.6736,16.123,4.031,2.015,2.015,2.015,0,0,1.008,0,0,0,0,0,0,0,0,6,9,0,11,27.208,0.992,3.91,x,1.22,4.6,11.59,1.03,3.91,21.69
42648.67361,8.062,1.008,1.008,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,7.33,0,0,13.101,0.992,3.92,x,0.67,1.71,1.8,1.03,3.9,21.62
42648.67362,8.062,1.008,5.039,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,14.108,0.992,3.93,x,0.7,1.05,1.06,1.03,3.89,21.54
42648.67363,4.031,3.023,4.031,5.039,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7,7,12.33,0,18.14,0.992,3.91,x,1.44,4.32,4.74,1.03,3.89,21.48
42648.67364,10.077,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,14.107,0.992,3.92,x,0.51,0.67,0.67,1.03,3.88,21.4
42648.67366,7.055,6.047,2.016,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,7.67,8.33,0,18.14,0.992,3.96,x,0.98,2.54,2.85,1.03,3.87,21.33
42648.67367,7.053,8.061,0,3.023,0,0,1.008,0,0,0,0,0,0,0,0,0,5.67,6.67,0,0,19.145,0.992,4,x,0.95,3.28,5.01,1.03,3.87,21.27
42648.67368,11.084,6.046,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,20.153,0.992,3.97,x,0.85,1.53,1.59,1.03,3.86,21.2
42648.67369,8.061,6.046,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,15.114,0.992,3.96,x,0.58,0.7,0.7,1.02,3.85,21.13
42648.6737,6.044,3.022,1.007,0,3.022,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,13.095,0.993,3.99,x,0.72,2.26,2.44,1.02,3.84,21.06
42648.67371,8.061,4.03,4.03,1.008,1.008,0,0,0,0,0,0,0,1.008,0,0,0,6,9,0,0,19.144,0.992,4,x,0.98,2.03,91.58,1.02,3.84,21.31
42648.67373,3.024,2.016,2.016,5.039,0,0,0,0,0,0,0,0,0,0,0,0,7.33,7.67,0,0,12.094,0.992,3.97,x,0.95,2.25,2.32,1.02,3.83,21.24
42648.67374,5.037,1.007,5.037,2.015,0,1.007,0,0,0,0,0,0,0,0,0,0,3.67,7,8.33,0,14.103,0.993,4,x,0.95,2.65,2.96,1.02,3.83,21.18
42648.67375,6.046,2.015,5.038,3.023,0,1.008,0,1.008,0,0,0,0,0,0,0,0,6,7.67,8.33,10.33,18.139,0.992,4,x,1.15,4.79,11.8,1.02,3.83,21.15
42648.67376,16.123,5.038,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,0,6,7.33,0,0,25.192,0.992,4.01,x,1.01,1.65,1.68,1.02,3.82,21.08
42648.67377,9.069,3.023,2.015,2.015,0,0,0,1.008,0,0,0,0,0,0,0,0,5.33,9,0,10.33,17.131,0.992,4.04,x,0.77,3.08,9.73,1.02,3.82,21.04
42648.67378,6.046,2.015,4.03,1.008,0,1.008,1.008,0,0,1.008,0,0,0,0,0,0,6.33,6.33,9,0,16.121,0.992,4.03,x,0.84,4.5,37.8,1.02,3.82,21.09
42648.6738,2.015,4.031,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.67,6.67,0,0,10.077,0.992,4.05,x,0.67,1.29,1.31,1.02,3.81,21.03
42648.67381,7.053,2.015,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,13.098,0.993,4.06,x,0.62,0.9,0.9,1.02,3.8,20.95
42648.67382,11.085,1.008,2.016,3.023,1.008,2.016,1.008,0,0,0,0,0,0,0,0,0,6.33,7.33,8.67,0,21.163,0.992,4.06,x,1.13,5.74,8.06,1.02,3.81,20.91
42648.67383,9.068,2.015,4.03,3.023,2.015,0,0,0,1.008,0,0,0,0,0,0,0,5.67,6.67,0,0,21.158,0.993,4.07,x,1.23,4.4,20.07,1.02,3.81,20.91
42648.67384,12.093,4.031,3.023,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,5.33,7.33,7.67,0,23.178,0.992,4.1,x,1.15,2.93,3.24,1.02,3.81,20.85
42648.67385,7.054,0,5.038,0,0,0,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,14.107,0.992,4.1,x,0.67,4.06,7.37,1.02,3.81,20.8
42648.67387,7.054,3.023,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,8.33,0,0,14.108,0.992,4.11,x,0.7,1.55,1.63,1.02,3.8,20.73
42648.67388,10.077,6.046,2.015,1.008,1.008,2.015,0,0,0,0,0,0,0,0,0,0,5.33,7,8,0,22.17,0.992,4.15,x,1.07,3.67,4.28,1.02,3.8,20.68
42648.67389,7.054,5.039,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.67,9,0,0,17.131,0.992,4.17,x,0.89,1.56,1.59,1.02,3.79,20.61
42648.6739,8.061,5.038,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,6,7.67,0,0,16.122,0.992,4.16,x,0.65,2.48,4.12,1.02,3.79,20.55
42648.67391,12.092,2.015,5.038,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19.145,0.992,4.16,x,0.79,1.13,1.14,1.02,3.78,20.49
42648.67393,10.076,2.015,8.061,2.015,1.008,0,1.008,0,1.008,1.008,0,0,0,0,0,0,7.67,6.67,0,0,26.198,0.992,4.12,x,1.41,6.31,54.02,1.02,3.79,20.6
42648.67394,14.107,4.031,4.031,0,0,0,1.008,0,0,0,0,0,0,0,0,0,7.33,0,0,0,23.177,0.992,4.06,x,0.9,2.74,4.41,1.02,3.79,20.55
42648.67395,5.038,1.008,5.038,0,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.33,0,0,0,13.099,0.992,4.06,x,0.77,3.12,4.85,1.02,3.78,20.49
42648.67396,5.038,2.015,1.008,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,8.33,7.67,0,11.084,0.992,4.07,x,0.61,2.03,2.33,1.01,3.78,20.43
42648.67397,4.031,5.038,3.023,3.023,0,0,0,0,0,1.008,0,0,0,0,0,0,5.67,7,0,0,16.123,0.992,4.09,x,0.96,2.56,33.5,1.01,3.77,20.48
42648.67398,13.099,4.03,3.023,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,8.33,19,0,24.182,0.992,4.06,x,1.18,2.98,3.29,1.01,3.77,20.42
42648.674,8.061,2.015,3.023,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,7.33,8.67,0,0,16.122,0.992,4.04,x,0.89,2.04,2.13,1.01,3.77,20.08
42648.67401,11.084,1.008,2.015,0,2.015,0,1.008,0,0,0,0,0,0,0,0,0,6.33,0,0,0,17.13,0.992,4.03,x,0.72,3.38,5.18,1.01,3.77,20.08
42648.67402,9.068,2.015,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,0,8.33,0,14.106,0.992,4.03,x,0.56,1.61,1.89,1.01,3.76,20.07
42648.67403,4.031,4.031,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11.085,0.992,4.08,x,0.58,1.22,1.28,1.01,3.76,20.06
42648.67404,6.046,2.015,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6,6.33,9.67,0,12.092,0.992,4.08,x,0.63,2.29,2.64,1.01,3.76,20.06
42648.67405,11.094,4.034,1.009,1.009,1.009,0,0,0,0,0,0,0,0,0,0,0,6.33,7,0,0,18.155,0.991,4.06,x,0.75,1.55,1.63,1.01,3.75,20.03
42648.67407,8.057,3.021,2.014,2.014,0,0,1.007,0,0,0,0,0,0,0,0,0,6,7,0,0,16.114,0.993,4.07,x,0.77,2.92,4.61,1.01,3.75,20.03
42648.67408,7.053,5.038,5.038,2.015,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.33,8,0,0,21.16,0.992,4.05,x,1.25,4.09,5.85,1.01,3.75,20.03
42648.67409,6.046,3.023,1.008,3.023,0,0,0,0,0,0,0,0,0,0,0,0,5,7.33,0,0,13.1,0.992,4.09,x,0.71,1.48,1.51,1.01,3.74,20.03
42648.6741,7.045,7.045,6.038,2.013,1.006,0,0,0,0,0,0,0,0,0,0,0,6.67,7,0,0,23.147,0.994,4.04,x,1.41,2.8,2.89,1.01,3.73,19.7
42648.67411,11.081,1.007,2.015,3.022,1.007,1.007,0,1.007,0,0,0,0,0,0,0,0,5.67,7.33,7.67,11,20.148,0.993,4.05,x,1.02,4.89,11.87,1.01,3.75,19.74
42648.67412,11.084,2.015,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,5.33,7,0,0,16.122,0.992,4.06,x,0.57,2.42,4.1,1.01,3.75,19.75
42648.67414,4.03,0,2.015,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7.052,0.993,4.06,x,0.38,0.74,0.75,1.01,3.74,19.74
42648.67415,6.046,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11.084,0.992,4.04,x,0.46,0.63,0.63,1.01,3.73,19.06
42648.67416,9.068,3.023,2.015,1.008,0,0,0,0,0,1.008,0,0,0,0,0,0,5.67,9,0,0,16.122,0.992,4.05,x,0.64,1.73,32.94,1,3.71,18.8
42648.67417,6.046,3.023,3.023,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12.092,0.992,4.02,x,0.56,0.79,0.79,1,3.7,18.67
42648.67418,4.03,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,7.053,0.992,4.03,x,0.28,0.36,0.37,1,3.69,18.65
42648.6742,9.07,2.016,1.008,2.016,1.008,2.016,0,0,0,0,0,0,0,0,0,0,5.33,7.33,9.67,0,17.133,0.992,4.05,x,0.89,3.69,4.32,1,3.69,18.65
42648.67421,4.03,6.045,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.33,7,0,0,12.091,0.993,4.03,x,0.6,0.95,0.96,1,3.68,18.37
42648.67422,9.068,4.03,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,9.67,0,0,17.129,0.992,4.05,x,0.78,1.25,1.26,1,3.66,18.31
42648.67423,7.053,1.008,2.015,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,13.099,0.992,4.06,x,0.72,2.03,2.17,1,3.66,18.17
42648.67424,8.061,3.023,2.015,0,3.023,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,16.123,0.992,4.06,x,0.84,2.42,2.61,1,3.66,18.18
42648.67425,4.029,2.015,2.015,2.015,1.007,0,0,0,0,0,0,0,0,0,0,0,5.67,7.33,0,0,11.081,0.993,4.06,x,0.71,1.79,1.87,0.99,3.64,18.12
42648.67427,10.077,6.046,2.015,0,1.008,2.015,1.008,1.008,0,0,0,0,0,0,0,0,6.67,0,8,10.33,23.177,0.992,4.03,x,1.03,6.74,15.68,0.99,3.64,18.1
42648.67428,7.05,5.035,3.021,0,1.007,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,16.113,0.993,4.02,x,0.8,1.52,1.59,0.99,3.63,18.09
42648.67429,11.084,3.023,0,0,0,0,0,0,0,0,0,0,1.008,0,0,0,5,0,0,0,15.115,0.992,4.05,x,0.37,0.44,88.66,0.99,3.63,18.31
42648.6743,9.072,3.024,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.33,7,0,0,15.119,0.992,4.08,x,0.64,1.02,1.04,0.99,3.61,18.29
42648.67431,8.062,7.054,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,7.67,8.33,0,18.139,0.992,4.03,x,0.82,2.07,2.36,0.99,3.6,18.28
42648.67432,5.04,3.024,0,0,0,0,1.008,0,0,0,0,0,0,0,0,0,5.33,0,0,0,9.071,0.992,4.06,x,0.29,1.86,3.53,0.99,3.59,18.26
42648.67434,10.078,1.008,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,5.67,8.33,0,0,15.116,0.992,4.06,x,0.65,1.08,1.1,0.99,3.58,18.19
42648.67435,9.068,6.045,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.67,7,0,0,20.151,0.993,4.09,x,1,1.69,1.72,0.99,3.57,18.17
42648.67436,8.061,9.069,5.038,2.015,0,0,0,0,0,0,0,0,0,0,0,0,6.33,7.33,0,0,24.184,0.992,4.06,x,1.32,2.18,2.21,0.99,3.57,18.11
42648.67437,7.053,8.061,2.015,0,0,0,1.008,0,0,0,0,0,0,0,0,0,6,0,0,0,18.137,0.992,4.07,x,0.77,2.52,4.18,0.99,3.56,18.1
42648.67438,10.076,6.046,5.038,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,21.16,0.992,4.07,x,0.97,1.36,1.36,0.99,3.56,18.1
42648.67439,9.069,2.015,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.67,5.67,0,0,15.114,0.992,4.06,x,0.68,1.12,1.14,0.99,3.56,18.1
42648.67441,5.038,5.038,4.031,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,7.67,0,0,16.123,0.992,4.08,x,0.96,1.96,2.03,0.99,3.56,18.1
42648.67442,4.031,2.015,3.023,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6,8,8.33,0,13.1,0.992,4.08,x,0.89,2.9,3.26,0.99,3.56,18.1
42648.67443,5.037,6.044,0,1.007,1.007,2.015,1.007,0,0,0,0,0,0,0,0,0,6.33,6.33,11,0,16.119,0.993,4.06,x,0.84,4.91,7.19,0.99,3.56,18.08
42648.67444,12.093,3.023,2.015,1.008,1.008,0,0,0,1.008,0,0,0,0,0,0,0,6,7.67,0,0,20.154,0.992,4.07,x,0.81,2.94,18.53,0.99,3.56,18.13
42648.67445,11.085,1.008,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,17.131,0.992,4.06,x,0.81,1.87,1.96,0.98,3.56,17.86
42648.67447,6.043,2.014,7.05,2.014,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,6.33,7.67,7.67,0,20.142,0.993,4.05,x,1.35,5.18,7.22,0.98,3.55,17.84
42648.67448,10.077,6.046,5.038,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7,8.33,0,23.177,0.992,4.04,x,1.19,2.69,2.99,0.98,3.55,17.73
42648.67449,12.092,3.023,3.023,1.008,0,0,0,1.008,0,0,0,0,0,0,0,0,5.67,7,0,10.33,20.153,0.992,4.05,x,0.8,2.95,9.57,0.98,3.53,17.61
42648.6745,7.054,4.031,4.031,0,0,1.008,0,0,1.008,0,0,0,0,0,0,0,5.67,0,9,0,17.13,0.992,4.07,x,0.81,3.25,19.05,0.98,3.53,17.34
42648.67451,9.068,5.038,5.038,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.67,9.33,0,0,21.159,0.992,4.09,x,1.13,1.95,1.98,0.98,3.52,17.3
42648.67452,11.085,1.008,4.031,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,16.123,0.992,4.08,x,0.64,0.92,0.92,0.98,3.51,17.29
42648.67454,10.077,1.008,6.046,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,17.132,0.992,4.08,x,0.81,1.21,1.22,0.98,3.51,17.29
42648.67455,6.047,1.008,8.062,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5.67,7.67,9,0,19.148,0.992,4.09,x,1.34,3.67,4.04,0.98,3.52,17.3
42648.67456,15.117,4.031,1.008,1.008,1.008,2.016,0,0,0,0,0,0,0,0,0,0,6,9,10,0,24.187,0.992,4.09,x,0.99,3.55,4.17,0.98,3.51,17.24
42648.67457,14.106,4.03,4.03,0,0,1.008,0,0,0,0,0,0,0,0,0,0,6,0,8.33,0,23.174,0.992,4.09,x,0.94,2.12,2.4,0.98,3.49,17.15
42648.67458,10.076,5.038,8.061,1.008,0,1.008,0,0,0,0,0,0,0,1.008,0,0,6,6.33,8.33,0,26.197,0.992,4.09,x,1.4,3.08,91.6,0.98,3.48,17.37
42648.67459,11.085,4.031,6.046,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,10.33,9,0,24.185,0.992,4.08,x,1.3,3.06,3.37,0.98,3.49,16.77
42648.67461,7.053,7.053,2.015,2.015,0,2.015,0,0,0,0,0,0,0,0,0,0,6.33,10.67,9,0,20.153,0.992,4.06,x,1.09,3.51,4.09,0.98,3.48,16.66
42648.67462,9.068,2.015,3.023,2.015,0,0,2.015,0,0,1.008,0,0,0,0,0,0,6.33,9.33,0,0,19.144,0.992,4.05,x,0.87,5.33,39.88,0.98,3.49,16.72
42648.67463,7.054,5.039,4.031,2.015,0,1.008,1.008,0,0,0,0,0,0,0,0,0,5.67,7,8.33,0,20.155,0.992,4.07,x,1.12,4.3,6.26,0.98,3.49,16.59
42648.67464,10.077,5.039,2.015,1.008,0,1.008,0,0,0,0,0,1.008,0,0,0,0,7.67,7.67,8.33,0,20.155,0.992,3.99,x,0.86,2.27,78.28,0.98,3.48,16.83
42648.67465,7.053,3.023,3.023,0,0,1.008,0,0,0,1.008,0,0,0,0,0,0,6.33,0,9,0,15.113,0.993,3.99,x,0.67,2.51,34.48,0.98,3.48,16.93
42648.67466,9.069,8.061,4.031,0,1.008,1.008,1.008,0,0,0,0,1.008,0,0,0,0,6,0,7.67,0,25.192,0.992,4,x,1.21,4.6,82.17,0.99,3.49,16.93
42648.67468,11.085,8.062,5.039,1.008,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6,8.33,7.67,9.67,28.217,0.992,4.01,x,1.36,6.16,14.81,0.99,3.48,16.64
42648.67469,4.03,2.015,5.038,2.015,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6,8.33,7.67,0,15.113,0.992,4.02,x,1.02,4.27,6.27,0.99,3.49,16.66
42648.6747,15.114,3.023,4.03,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,7.33,14.33,0,26.198,0.992,4,x,1.28,3.17,3.49,0.99,3.49,16.63
42648.67471,13.1,2.015,6.046,2.015,1.008,0,0,1.008,0,0,0,0,0,0,0,0,5.67,7.33,0,11.67,25.192,0.992,4.01,x,1.29,4.35,11.12,0.99,3.49,16.64
42648.67472,14.107,3.023,3.023,3.023,0,0,1.008,1.008,0,0,0,0,0,0,0,0,6.33,7.67,0,9.67,25.19,0.992,4.01,x,1.12,5.31,13.72,0.99,3.49,16.64
42648.67474,6.046,3.023,2.015,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,6,7.67,12.33,0,14.108,0.992,4.01,x,0.79,2.3,2.61,0.99,3.47,16.38
42648.67475,8.061,7.054,3.023,0,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.67,0,8.33,0,20.153,0.992,3.98,x,0.94,3.69,5.68,0.99,3.46,16.29
42648.67476,8.061,3.023,1.008,0,1.008,0,2.015,0,0,0,0,0,0,0,0,0,6,0,0,0,15.115,0.992,3.98,x,0.6,4.33,7.79,0.99,3.44,16.15
42648.67477,6.046,2.015,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.33,0,0,12.091,0.992,3.97,x,0.63,1.09,1.1,0.98,3.42,15.75
42648.67478,5.039,4.031,2.015,0,0,2.015,0,0,0,0,0,0,0,0,0,0,7,0,7.67,0,13.101,0.992,3.94,x,0.68,2.68,3.25,0.98,3.42,15.75
42648.67479,7.052,2.015,3.022,4.03,0,0,1.007,2.015,1.007,0,0,0,0,0,0,0,6.33,7.67,0,11.67,20.148,0.993,3.94,x,1.08,8.59,39.95,0.98,3.43,15.54
42648.67481,14.109,7.054,3.023,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,7,8.33,0,28.217,0.992,3.93,x,1.31,4.81,6.9,0.98,3.43,15.55
42648.67482,5.038,5.038,5.038,0,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,5.67,0,8.67,0,20.15,0.993,3.96,x,1.28,6.03,8.43,0.99,3.44,15.51
42648.67483,9.067,5.037,3.022,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,0,6.33,5.67,8.33,0,20.149,0.993,3.96,x,1.06,2.93,3.29,0.99,3.44,15.46
42648.67484,4.029,3.021,5.036,1.007,1.007,0,1.007,1.007,0,0,0,0,0,0,0,0,6,7.67,0,11,16.114,0.993,3.97,x,1,5.38,13.91,0.99,3.45,15.49
42648.67485,3.023,7.054,2.016,1.008,0,0,2.016,0,0,0,0,0,0,0,1.008,0,6,7,0,0,16.124,0.992,3.98,x,0.81,4.39,90.17,0.99,3.45,15.78
42648.67486,5.038,3.023,2.015,0,0,3.023,1.008,0,0,0,0,0,0,0,0,0,7,0,8,0,14.107,0.992,3.96,x,0.75,5.23,7.79,0.99,3.46,15.79
42648.67488,8.063,3.024,5.039,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,18.142,0.992,3.96,x,1.04,2.12,2.2,0.98,3.44,15.63
42648.67489,8.06,7.053,5.038,3.023,0,1.008,0,0,0,1.008,0,0,0,0,0,0,5.33,8,8.33,0,25.188,0.993,4.02,x,1.44,4.11,35.83,0.99,3.42,15.67
42648.6749,8.063,6.047,3.024,1.008,0,2.016,1.008,0,0,0,0,0,0,0,0,0,5.67,7,9,0,21.165,0.992,4.05,x,1.07,4.88,7.11,0.99,3.43,15.67
42648.67491,6.046,0,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10.077,0.992,4.05,x,0.54,1.37,1.45,0.98,3.42,15.35
42648.67492,9.069,4.031,3.023,2.015,0,1.008,0,0,0,0,1.008,0,0,0,0,1.008,6.67,7,8.33,0,21.161,0.992,4.03,x,0.99,2.87,126.76,0.98,3.42,15.77
42648.67493,14.108,5.039,5.039,1.008,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,7,9.67,0,27.208,0.992,4.02,x,1.26,4.32,6.3,0.99,3.43,15.77
42648.67495,11.084,5.038,3.023,3.023,1.008,2.015,1.008,1.008,0,1.008,0,0,0,0,1.008,0,6.33,7.33,12.33,11,29.221,0.992,4.01,x,1.45,8.64,131,0.99,3.43,16.15
42648.67496,7.053,5.038,3.023,3.023,1.008,0,0,1.008,1.008,0,0,0,1.008,0,0,0,5.67,6.67,0,13.67,22.166,0.993,4.03,x,1.16,5.56,116.64,0.99,3.44,16.53
42648.67497,15.107,5.036,2.014,3.021,1.007,1.007,1.007,1.007,0,0,0,0,0,0,0,0,6.67,7.33,9,13,29.207,0.993,4,x,1.35,6.87,15.62,0.99,3.46,16.57
42648.67498,5.038,4.031,3.023,2.015,3.023,2.015,1.008,1.008,1.008,0,0,0,0,0,0,0,5.33,8,8,13.67,22.169,0.992,4.04,x,1.38,9.79,34.48,0.99,3.47,16.56
42648.67499,13.101,3.023,3.023,0,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,6,0,8.33,0,23.18,0.992,4.04,x,1.04,4.67,6.74,0.99,3.49,16.58
42648.675,9.067,7.052,2.015,1.007,2.015,1.007,0,0,0,0,0,0,0,0,0,0,6.33,7,9.67,0,22.163,0.993,4.03,x,1.16,3.44,3.85,0.99,3.48,16.57
42648.67502,5.038,3.023,3.023,2.015,0,2.015,1.008,0,0,0,0,0,0,0,0,0,7,7.33,8.67,0,16.122,0.992,4,x,0.99,5.04,7.32,0.99,3.5,16.59
42648.67503,6.045,5.037,6.045,0,0,0,1.007,0,0,0,0,0,0,0,0,0,6.33,0,0,0,18.134,0.993,3.99,x,0.99,3.01,4.71,0.99,3.49,16.57
42648.67504,11.086,1.008,3.023,0,0,0,0,2.016,0,0,0,0,0,0,0,0,6.33,0,0,9.33,17.132,0.992,3.99,x,0.58,4.22,17.64,0.99,3.5,16.62
42648.67505,13.101,7.054,4.031,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.67,7,0,0,27.209,0.992,3.96,x,1.29,3.93,5.72,0.99,3.49,16.59
42648.67506,10.077,6.046,5.038,1.008,0,2.015,0,0,0,0,0,0,0,0,0,0,6,8.33,11,0,24.185,0.992,3.97,x,1.29,3.73,4.31,0.99,3.49,16.16
42648.67508,8.062,4.031,8.062,2.016,0,2.016,0,1.008,0,0,0,0,0,0,0,0,6,6.67,8,12.33,25.194,0.992,3.98,x,1.56,6.12,13.44,1,3.51,16.21
42648.67509,8.061,3.023,3.023,0,0,1.008,0,1.008,0,0,0,0,0,1.008,0,0,6,0,9,12.33,17.13,0.992,3.98,x,0.7,3.56,101.13,1,3.51,16.53
42648.6751,5.038,1.008,3.023,2.015,0,1.008,0,1.008,0,0,0,0,0,0,0,0,5.67,8.33,11.67,9.67,13.1,0.992,3.99,x,0.77,4.05,11.07,1,3.52,16.55
42648.67511,12.092,2.015,2.015,1.008,2.015,1.008,2.015,1.008,1.008,1.008,0,0,0,0,0,0,5,7,8.33,9.67,25.192,0.992,4.01,x,1.05,10.09,67.73,1,3.54,16.64
42648.67512,6.046,4.031,2.015,2.015,1.008,0,0,0,1.008,0,0,0,1.008,0,0,0,7.33,8,0,0,17.131,0.992,3.97,x,0.88,3.32,109.47,1,3.54,16.81
42648.67513,13.101,8.062,1.008,0,1.008,0,0,1.008,0,0,0,0,0,0,0,0,5.67,0,0,13,24.187,0.992,4.01,x,0.9,3.23,9.97,1,3.53,16.1
42648.67515,11.083,2.015,2.015,0,3.023,1.008,0,2.015,0,0,0,0,0,0,1.008,0,6,0,7.67,12,22.166,0.993,4.01,x,0.96,6.86,102.36,1,3.54,16.4
42648.67516,8.061,4.03,2.015,1.008,1.008,2.015,0,0,0,0,0,0,0,0,0,0,6.33,7,8,0,18.137,0.992,4,x,0.96,3.64,4.28,1,3.54,16.4
