,# temperatures,INP,ff,K,date
25,-29.79,0.0,0.65,980.829253012,2016-11-23
26,-29.83,0.0,0.675,1049.8221245,2016-11-23
27,-30.1,0.0,0.7,1123.93009665,2016-11-23
28,-30.47,0.0,0.725,1203.97280433,2016-11-23
29,-30.54,0.0,0.75,1290.98418132,2016-11-23
30,-30.58,0.0,0.775,1386.29436112,2016-11-23
31,-30.72,0.0,0.8,1491.65487678,2016-11-23
32,-30.72,0.0,0.825,1609.43791243,2016-11-23
33,-30.75,0.0,0.85,1742.96930506,2016-11-23
34,-30.85,0.0,0.875,1897.11998489,2016-11-23
35,-30.91,0.0,0.9,2079.44154168,2016-11-23
36,-31.59,0.0,0.925,2302.58509299,2016-11-23
37,-31.78,0.0,0.95,2590.26716545,2016-11-23
38,-31.82,0.0,0.975,2995.73227355,2016-11-23
39,-32.84,0.0,1.0,3688.87945411,2016-11-23
